stimulus,CID,dilution,solvent,components,solvent_onehot,dilution_info,cmp_ids
AM281,"[10400, 91497, 3314, 5362720, 5365027, 7335, 7762, 7909, 8025, 8892]","[0.03, 1.0, 0.1, 0.015, 0.01, 0.1, 0.01, 0.001, 0.05, 0.04]","['paraffin oil', 'nt', 'dep', 'pg', 'paraffin oil', 'pg', 'pg', 'pg', 'dep', 'pg']","[16, 526, 200, 244, 253, 364, 405, 432, 457, 520]","[3, 2, 1, 0, 3, 0, 0, 0, 1, 0]","[[0.03, 1.0, 0.1, 0.015, 0.01, 0.1, 0.01, 0.001, 0.05, 0.04], [3, 2, 1, 0, 3, 0, 0, 0, 1, 0]]","[1, 139, 48, 61, 64, 96, 106, 113, 121, 138]"
AM286,"[10886, 11552, 14514, 31252, 7344, 7762, 7793, 8051, 83623, 8858]","[0.2, 0.01, 0.1, 0.01, 0.15, 0.01, 0.01, 0.001, 0.001, 0.01]","['dep', 'pg', 'pg', 'pg', 'dep', 'pg', 'dep', 'paraffin oil', 'pg', 'dep']","[38, 65, 114, 163, 370, 405, 419, 463, 493, 514]","[1, 0, 0, 0, 1, 0, 1, 3, 0, 1]","[[0.2, 0.01, 0.1, 0.01, 0.15, 0.01, 0.01, 0.001, 0.001, 0.01], [1, 0, 0, 0, 1, 0, 1, 3, 0, 1]]","[5, 12, 25, 41, 98, 106, 110, 124, 132, 137]"
AM311,"[10886, 31252, 5324978, 7793, 83623]","[0.2, 0.01, 0.3, 0.01, 0.001]","['dep', 'pg', 'pg', 'dep', 'pg']","[38, 163, 243, 419, 493]","[1, 0, 0, 1, 0]","[[0.2, 0.01, 0.3, 0.01, 0.001], [1, 0, 0, 1, 0]]","[5, 41, 60, 110, 132]"
AM349,"[325, 91497, 3314, 5362720, 7127, 7335, 7762, 7909, 7969, 8025]","[0.2, 1.0, 0.1, 0.015, 0.2, 0.1, 0.01, 0.001, 1e-05, 0.05]","['pg', 'nt', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep']","[184, 526, 200, 244, 344, 364, 405, 432, 450, 457]","[0, 2, 1, 0, 0, 0, 0, 0, 0, 1]","[[0.2, 1.0, 0.1, 0.015, 0.2, 0.1, 0.01, 0.001, 1e-05, 0.05], [0, 2, 1, 0, 0, 0, 0, 0, 0, 1]]","[45, 139, 48, 61, 89, 96, 106, 113, 119, 121]"
AM361,"[12206, 5365027, 62465, 78944, 7921]","[0.001, 0.01, 0.01, 0.1, 1.0]","['pg', 'paraffin oil', 'pg', 'pg', 'nt']","[83, 253, 285, 431, 441]","[0, 3, 0, 0, 2]","[[0.001, 0.01, 0.01, 0.1, 1.0], [0, 3, 0, 0, 2]]","[17, 64, 74, 112, 116]"
AM414,"[10890, 1140, 114533, 11702, 15037, 61527, 62444, 6549, 7335, 8051]","[0.05, 0.01, 0.1, 0.1, 0.01, 0.001, 0.001, 0.1, 0.1, 0.001]","['paraffin oil', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'pg', 'paraffin oil']","[45, 60, 61, 69, 116, 264, 282, 321, 364, 463]","[3, 0, 0, 0, 1, 0, 0, 0, 0, 3]","[[0.05, 0.01, 0.1, 0.1, 0.01, 0.001, 0.001, 0.1, 0.1, 0.001], [3, 0, 0, 0, 1, 0, 0, 0, 0, 3]]","[6, 10, 11, 13, 26, 67, 73, 81, 96, 124]"
AM430,"[10886, 325, 12206, 78944, 7921]","[0.2, 0.2, 0.001, 0.1, 1.0]","['dep', 'pg', 'pg', 'pg', 'nt']","[38, 184, 83, 431, 441]","[1, 0, 0, 0, 2]","[[0.2, 0.2, 0.001, 0.1, 1.0], [1, 0, 0, 0, 2]]","[5, 45, 17, 112, 116]"
AM431,"[10400, 325, 12180, 16590, 8892, 10890, 6920, 7793, 7969, 9589]","[0.03, 0.2, 0.01, 0.001, 0.04, 0.05, 0.07, 0.01, 1e-05, 0.2]","['paraffin oil', 'pg', 'dep', 'pg', 'pg', 'paraffin oil', 'pg', 'dep', 'pg', 'pg']","[16, 184, 78, 121, 520, 45, 334, 419, 450, 530]","[3, 0, 1, 0, 0, 3, 0, 1, 0, 0]","[[0.03, 0.2, 0.01, 0.001, 0.04, 0.05, 0.07, 0.01, 1e-05, 0.2], [3, 0, 1, 0, 0, 3, 0, 1, 0, 0]]","[1, 45, 16, 28, 138, 6, 85, 110, 119, 143]"
AM435,"[10882, 10890, 1140, 114533, 11702, 439570, 61527, 6549, 460, 7335]","[0.001, 0.05, 0.01, 0.1, 0.1, 0.1, 0.001, 0.1, 0.1, 0.1]","['paraffin oil', 'paraffin oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[31, 45, 60, 61, 69, 213, 264, 321, 220, 364]","[3, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.001, 0.05, 0.01, 0.1, 0.1, 0.1, 0.001, 0.1, 0.1, 0.1], [3, 3, 0, 0, 0, 0, 0, 0, 0, 0]]","[4, 6, 10, 11, 13, 50, 67, 81, 52, 96]"
AM451,"[325, 1140, 12367, 31265, 7410]","[0.2, 0.01, 0.1, 0.01, 0.01]","['pg', 'pg', 'dep', 'dep', 'pg']","[184, 60, 88, 175, 381]","[0, 0, 1, 1, 0]","[[0.2, 0.01, 0.1, 0.01, 0.01], [0, 0, 1, 1, 0]]","[45, 10, 19, 43, 100]"
AM456,"[12810, 4133, 5324978, 7921, 8051]","[1.0, 0.01, 0.3, 1.0, 0.001]","['nt', 'paraffin oil', 'pg', 'nt', 'paraffin oil']","[96, 204, 243, 441, 463]","[2, 3, 0, 2, 3]","[[1.0, 0.01, 0.3, 1.0, 0.001], [2, 3, 0, 2, 3]]","[21, 49, 60, 116, 124]"
AM461,"[325, 91497, 31252, 61527, 10886]","[0.2, 1.0, 0.01, 0.001, 0.2]","['pg', 'nt', 'pg', 'pg', 'dep']","[184, 526, 163, 264, 38]","[0, 2, 0, 0, 1]","[[0.2, 1.0, 0.01, 0.001, 0.2], [0, 2, 0, 0, 1]]","[45, 139, 41, 67, 5]"
AM483,"[1140, 7127, 7150, 7793, 8892]","[0.01, 0.2, 0.05, 0.01, 0.04]","['pg', 'pg', 'dep', 'dep', 'pg']","[60, 344, 352, 419, 520]","[0, 0, 1, 1, 0]","[[0.01, 0.2, 0.05, 0.01, 0.04], [0, 0, 1, 1, 0]]","[10, 89, 92, 110, 138]"
AM516,"[325, 114533, 7127, 8858, 8892]","[0.2, 0.1, 0.2, 0.01, 0.04]","['pg', 'pg', 'pg', 'dep', 'pg']","[184, 61, 344, 514, 520]","[0, 0, 0, 1, 0]","[[0.2, 0.1, 0.2, 0.01, 0.04], [0, 0, 0, 1, 0]]","[45, 11, 89, 137, 138]"
AM518,"[4133, 61527, 7765, 78944, 8858]","[0.01, 0.001, 0.001, 0.1, 0.01]","['paraffin oil', 'pg', 'pg', 'pg', 'dep']","[204, 264, 411, 431, 514]","[3, 0, 0, 0, 1]","[[0.01, 0.001, 0.001, 0.1, 0.01], [3, 0, 0, 0, 1]]","[49, 67, 107, 112, 137]"
AM523,"[11552, 4133, 5362720, 7765, 7921]","[0.01, 0.01, 0.015, 0.001, 1.0]","['pg', 'paraffin oil', 'pg', 'pg', 'nt']","[65, 204, 244, 411, 441]","[0, 3, 0, 0, 2]","[[0.01, 0.01, 0.015, 0.001, 1.0], [0, 3, 0, 0, 2]]","[12, 49, 61, 107, 116]"
AM571,"[1140, 11702, 31252, 439570, 91497]","[0.01, 0.1, 0.01, 0.1, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[60, 69, 163, 213, 526]","[0, 0, 0, 0, 2]","[[0.01, 0.1, 0.01, 0.1, 1.0], [0, 0, 0, 0, 2]]","[10, 13, 41, 50, 139]"
AM586,"[12297, 7921, 31252, 5365027, 7793]","[0.001, 1.0, 0.01, 0.01, 0.01]","['pg', 'nt', 'pg', 'paraffin oil', 'dep']","[84, 441, 163, 253, 419]","[0, 2, 0, 3, 1]","[[0.001, 1.0, 0.01, 0.01, 0.01], [0, 2, 0, 3, 1]]","[18, 116, 41, 64, 110]"
AM654,"[325, 11251, 2758778, 7765, 78944]","[0.2, 0.01, 0.01, 0.001, 0.1]","['pg', 'pg', 'pg', 'pg', 'pg']","[184, 59, 159, 411, 431]","[0, 0, 0, 0, 0]","[[0.2, 0.01, 0.01, 0.001, 0.1], [0, 0, 0, 0, 0]]","[45, 9, 40, 107, 112]"
AM706,"[12367, 5365027, 62444, 7793, 8051]","[0.1, 0.01, 0.001, 0.01, 0.001]","['dep', 'paraffin oil', 'pg', 'dep', 'paraffin oil']","[88, 253, 282, 419, 463]","[1, 3, 0, 1, 3]","[[0.1, 0.01, 0.001, 0.01, 0.001], [1, 3, 0, 1, 3]]","[19, 64, 73, 110, 124]"
AM715,"[114533, 15037, 31252, 460, 62444, 6549, 7335, 7410, 7765, 8051]","[0.1, 0.01, 0.01, 0.1, 0.001, 0.1, 0.1, 0.01, 0.001, 0.001]","['pg', 'dep', 'dep', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'paraffin oil']","[61, 116, 162, 220, 282, 321, 364, 381, 411, 463]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 3]","[[0.1, 0.01, 0.01, 0.1, 0.001, 0.1, 0.1, 0.01, 0.001, 0.001], [0, 1, 1, 0, 0, 0, 0, 0, 0, 3]]","[11, 26, 41, 52, 73, 81, 96, 100, 107, 124]"
AM782,"[91497, 2758778, 5362720, 5365027, 7127, 7335, 7344, 7909, 7969, 8025]","[1.0, 0.01, 0.015, 0.01, 0.2, 0.1, 0.15, 0.001, 1e-05, 0.05]","['nt', 'pg', 'pg', 'paraffin oil', 'pg', 'pg', 'dep', 'pg', 'pg', 'dep']","[526, 159, 244, 253, 344, 364, 370, 432, 450, 457]","[2, 0, 0, 3, 0, 0, 1, 0, 0, 1]","[[1.0, 0.01, 0.015, 0.01, 0.2, 0.1, 0.15, 0.001, 1e-05, 0.05], [2, 0, 0, 3, 0, 0, 1, 0, 0, 1]]","[139, 40, 61, 64, 89, 96, 98, 113, 119, 121]"
AM792,"[5324978, 62465, 7344, 7921, 91497]","[0.3, 0.01, 0.15, 1.0, 1.0]","['pg', 'pg', 'dep', 'nt', 'nt']","[243, 285, 370, 441, 526]","[0, 0, 1, 2, 2]","[[0.3, 0.01, 0.15, 1.0, 1.0], [0, 0, 1, 2, 2]]","[60, 74, 98, 116, 139]"
AM796,"[12180, 4133, 62444, 62465, 7410]","[0.01, 0.01, 0.001, 0.01, 0.01]","['dep', 'paraffin oil', 'pg', 'pg', 'pg']","[78, 204, 282, 285, 381]","[1, 3, 0, 0, 0]","[[0.01, 0.01, 0.001, 0.01, 0.01], [1, 3, 0, 0, 0]]","[16, 49, 73, 74, 100]"
AM810,"[325, 11702, 12810, 62465, 91497]","[0.2, 0.1, 1.0, 0.01, 1.0]","['pg', 'pg', 'nt', 'pg', 'nt']","[184, 69, 96, 285, 526]","[0, 0, 2, 0, 2]","[[0.2, 0.1, 1.0, 0.01, 1.0], [0, 0, 2, 0, 2]]","[45, 13, 21, 74, 139]"
AM840,"[10400, 91497, 325, 439570, 61527, 10890, 6920, 7969, 8892, 9589]","[0.03, 1.0, 0.2, 0.1, 0.001, 0.05, 0.07, 1e-05, 0.04, 0.2]","['paraffin oil', 'nt', 'pg', 'pg', 'pg', 'paraffin oil', 'pg', 'pg', 'pg', 'pg']","[16, 526, 184, 213, 264, 45, 334, 450, 520, 530]","[3, 2, 0, 0, 0, 3, 0, 0, 0, 0]","[[0.03, 1.0, 0.2, 0.1, 0.001, 0.05, 0.07, 1e-05, 0.04, 0.2], [3, 2, 0, 0, 0, 3, 0, 0, 0, 0]]","[1, 139, 45, 50, 67, 6, 85, 119, 138, 143]"
AM881,"[10882, 12810, 7793, 78944, 7921]","[0.001, 1.0, 0.01, 0.1, 1.0]","['paraffin oil', 'nt', 'dep', 'pg', 'nt']","[31, 96, 419, 431, 441]","[3, 2, 1, 0, 2]","[[0.001, 1.0, 0.01, 0.1, 1.0], [3, 2, 1, 0, 2]]","[4, 21, 110, 112, 116]"
AM882,"[10882, 10886, 11552, 11702, 12367, 31252, 7344, 7762, 7793, 79104]","[0.001, 0.2, 0.01, 0.1, 0.1, 0.01, 0.15, 0.01, 0.01, 0.3]","['paraffin oil', 'dep', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'dep', 'pg']","[31, 38, 65, 69, 88, 163, 371, 405, 419, 433]","[3, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[[0.001, 0.2, 0.01, 0.1, 0.1, 0.01, 0.15, 0.01, 0.01, 0.3], [3, 1, 0, 0, 1, 0, 0, 0, 1, 0]]","[4, 5, 12, 13, 19, 41, 98, 106, 110, 114]"
AM907,"[91497, 439570, 5362720, 61918, 7969]","[1.0, 0.1, 0.015, 0.05, 1e-05]","['nt', 'pg', 'pg', 'pg', 'pg']","[526, 213, 244, 279, 450]","[2, 0, 0, 0, 0]","[[1.0, 0.1, 0.015, 0.05, 1e-05], [2, 0, 0, 0, 0]]","[139, 50, 61, 71, 119]"
AM911,"[10400, 325, 12180, 91497, 16590, 61527, 61918, 10890, 6920, 9589]","[0.03, 0.2, 0.01, 1.0, 0.001, 0.001, 0.05, 0.05, 0.07, 0.2]","['paraffin oil', 'pg', 'dep', 'nt', 'pg', 'pg', 'pg', 'paraffin oil', 'pg', 'pg']","[16, 184, 78, 526, 121, 264, 279, 45, 334, 530]","[3, 0, 1, 2, 0, 0, 0, 3, 0, 0]","[[0.03, 0.2, 0.01, 1.0, 0.001, 0.001, 0.05, 0.05, 0.07, 0.2], [3, 0, 1, 2, 0, 0, 0, 3, 0, 0]]","[1, 45, 16, 139, 28, 67, 71, 6, 85, 143]"
AM940,"[10400, 325, 7335, 10886, 7762, 7909, 7969, 8025, 83623, 8892]","[0.03, 0.2, 0.1, 0.2, 0.01, 0.001, 1e-05, 0.05, 0.001, 0.04]","['paraffin oil', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg']","[16, 184, 364, 38, 405, 432, 450, 457, 493, 520]","[3, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[[0.03, 0.2, 0.1, 0.2, 0.01, 0.001, 1e-05, 0.05, 0.001, 0.04], [3, 0, 0, 1, 0, 0, 0, 1, 0, 0]]","[1, 45, 96, 5, 106, 113, 119, 121, 132, 138]"
AM942,"[12206, 12367, 5324978, 12810, 7969]","[0.001, 0.1, 0.3, 1.0, 1e-05]","['pg', 'dep', 'pg', 'nt', 'pg']","[83, 88, 243, 96, 450]","[0, 1, 0, 2, 0]","[[0.001, 0.1, 0.3, 1.0, 1e-05], [0, 1, 0, 2, 0]]","[17, 19, 60, 21, 119]"
AM943,"[325, 12297, 31252, 61527, 8892]","[0.2, 0.001, 0.01, 0.001, 0.04]","['pg', 'pg', 'pg', 'pg', 'pg']","[184, 84, 163, 264, 520]","[0, 0, 0, 0, 0]","[[0.2, 0.001, 0.01, 0.001, 0.04], [0, 0, 0, 0, 0]]","[45, 18, 41, 67, 138]"
AM944,"[10882, 10890, 1140, 11702, 439570, 460, 61527, 6549, 8025, 8051]","[0.001, 0.05, 0.01, 0.1, 0.1, 0.1, 0.001, 0.1, 0.05, 0.001]","['paraffin oil', 'paraffin oil', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'dep', 'paraffin oil']","[31, 45, 60, 69, 213, 220, 264, 321, 457, 463]","[3, 3, 0, 0, 0, 0, 0, 0, 1, 3]","[[0.001, 0.05, 0.01, 0.1, 0.1, 0.1, 0.001, 0.1, 0.05, 0.001], [3, 3, 0, 0, 0, 0, 0, 0, 1, 3]]","[4, 6, 10, 13, 50, 52, 67, 81, 121, 124]"
AM966,"[91497, 439570, 5362720, 7765, 8858]","[1.0, 0.1, 0.015, 0.001, 0.01]","['nt', 'pg', 'pg', 'pg', 'dep']","[526, 213, 244, 411, 514]","[2, 0, 0, 0, 1]","[[1.0, 0.1, 0.015, 0.001, 0.01], [2, 0, 0, 0, 1]]","[139, 50, 61, 107, 137]"
AM969,"[325, 12180, 91497, 16590, 61527, 10890, 7793, 8892, 460, 9589]","[0.2, 0.01, 1.0, 0.001, 0.001, 0.05, 0.01, 0.04, 0.1, 0.2]","['pg', 'dep', 'nt', 'pg', 'pg', 'paraffin oil', 'dep', 'pg', 'pg', 'pg']","[184, 78, 526, 121, 264, 45, 419, 520, 220, 530]","[0, 1, 2, 0, 0, 3, 1, 0, 0, 0]","[[0.2, 0.01, 1.0, 0.001, 0.001, 0.05, 0.01, 0.04, 0.1, 0.2], [0, 1, 2, 0, 0, 3, 1, 0, 0, 0]]","[45, 16, 139, 28, 67, 6, 110, 138, 52, 143]"
AM990,"[1140, 31265, 7793, 8858, 8892]","[0.01, 0.01, 0.01, 0.01, 0.04]","['pg', 'dep', 'dep', 'dep', 'pg']","[60, 175, 419, 514, 520]","[0, 1, 1, 1, 0]","[[0.01, 0.01, 0.01, 0.01, 0.04], [0, 1, 1, 1, 0]]","[10, 43, 110, 137, 138]"
AM997,"[10400, 325, 10890, 16590, 61527, 61918, 7793, 8892, 460, 9589]","[0.03, 0.2, 0.05, 0.001, 0.001, 0.05, 0.01, 0.04, 0.1, 0.2]","['paraffin oil', 'pg', 'paraffin oil', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg', 'pg']","[16, 184, 45, 121, 264, 279, 419, 520, 220, 530]","[3, 0, 3, 0, 0, 0, 1, 0, 0, 0]","[[0.03, 0.2, 0.05, 0.001, 0.001, 0.05, 0.01, 0.04, 0.1, 0.2], [3, 0, 3, 0, 0, 0, 1, 0, 0, 0]]","[1, 45, 6, 28, 67, 71, 110, 138, 52, 143]"
AN087,"[10882, 14286, 4133, 5281515, 6549, 6989, 7127, 7335, 7749, 8785]","[0.001, 0.01, 0.01, 0.3, 0.1, 0.2, 0.2, 0.1, 0.01, 0.05]","['paraffin oil', 'pg', 'paraffin oil', 'dep', 'pg', 'pg', 'pg', 'pg', 'dep', 'pg']","[31, 103, 204, 237, 321, 339, 344, 364, 398, 508]","[3, 0, 3, 1, 0, 0, 0, 0, 1, 0]","[[0.001, 0.01, 0.01, 0.3, 0.1, 0.2, 0.2, 0.1, 0.01, 0.05], [3, 0, 3, 1, 0, 0, 0, 0, 1, 0]]","[4, 24, 49, 57, 81, 86, 89, 96, 105, 136]"
AN095,"[11251, 14286, 4133, 460, 6989, 7127, 7335, 7344, 7749, 8858]","[0.01, 0.01, 0.01, 0.1, 0.2, 0.2, 0.1, 0.15, 0.01, 0.01]","['pg', 'pg', 'paraffin oil', 'pg', 'pg', 'pg', 'pg', 'dep', 'dep', 'dep']","[59, 103, 204, 220, 339, 344, 364, 370, 398, 514]","[0, 0, 3, 0, 0, 0, 0, 1, 1, 1]","[[0.01, 0.01, 0.01, 0.1, 0.2, 0.2, 0.1, 0.15, 0.01, 0.01], [0, 0, 3, 0, 0, 0, 0, 1, 1, 1]]","[9, 24, 49, 52, 86, 89, 96, 98, 105, 137]"
AN132,[7342],[0.1],['90% ethanol'],[366],[6],"[[0.1], [6]]",[97]
AN176,"[21427952, 7749, 7921, 8858, 9261]","[0.001, 0.01, 1.0, 0.01, 0.1]","['pg', 'dep', 'nt', 'dep', 'pg']","[138, 398, 441, 514, 527]","[0, 1, 2, 1, 0]","[[0.001, 0.01, 1.0, 0.01, 0.1], [0, 1, 2, 1, 0]]","[33, 105, 116, 137, 140]"
AN243,"[114533, 16590, 18635, 2758778, 31265, 460, 7150, 7749, 7793, 8785]","[0.1, 0.001, 0.001, 0.01, 0.01, 0.1, 0.05, 0.01, 0.01, 0.05]","['pg', 'pg', 'pg', 'pg', 'dep', 'pg', 'dep', 'dep', 'dep', 'pg']","[61, 121, 126, 159, 175, 220, 352, 398, 419, 508]","[0, 0, 0, 0, 1, 0, 1, 1, 1, 0]","[[0.1, 0.001, 0.001, 0.01, 0.01, 0.1, 0.05, 0.01, 0.01, 0.05], [0, 0, 0, 0, 1, 0, 1, 1, 1, 0]]","[11, 28, 30, 40, 43, 52, 92, 105, 110, 136]"
AN268,"[10890, 7921, 11251, 11702, 14286, 14514, 21427952, 460, 62465, 83623]","[0.05, 1.0, 0.01, 0.1, 0.01, 0.1, 0.001, 0.1, 0.01, 0.001]","['paraffin oil', 'nt', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg', 'pg']","[45, 441, 59, 69, 103, 114, 138, 220, 285, 493]","[3, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[[0.05, 1.0, 0.01, 0.1, 0.01, 0.1, 0.001, 0.1, 0.01, 0.001], [3, 2, 0, 0, 0, 0, 0, 0, 0, 0]]","[6, 116, 9, 13, 24, 25, 33, 52, 74, 132]"
AN301,"[11251, 12206, 14514, 21427952, 5281515, 5365027, 7749, 7770, 460, 9589]","[0.01, 0.001, 0.1, 0.001, 0.3, 0.01, 0.01, 0.001, 0.1, 0.2]","['pg', 'pg', 'pg', 'pg', 'dep', 'paraffin oil', 'dep', 'pg', 'pg', 'pg']","[59, 83, 114, 138, 237, 253, 398, 415, 220, 530]","[0, 0, 0, 0, 1, 3, 1, 0, 0, 0]","[[0.01, 0.001, 0.1, 0.001, 0.3, 0.01, 0.01, 0.001, 0.1, 0.2], [0, 0, 0, 0, 1, 3, 1, 0, 0, 0]]","[9, 17, 25, 33, 57, 64, 105, 108, 52, 143]"
AN303,"[10882, 11251, 14286, 4133, 6989, 7127, 7344, 460, 7921, 8858]","[0.001, 0.01, 0.01, 0.01, 0.2, 0.2, 0.15, 0.1, 1.0, 0.01]","['paraffin oil', 'pg', 'pg', 'paraffin oil', 'pg', 'pg', 'dep', 'pg', 'nt', 'dep']","[31, 59, 103, 204, 339, 344, 370, 220, 441, 514]","[3, 0, 0, 3, 0, 0, 1, 0, 2, 1]","[[0.001, 0.01, 0.01, 0.01, 0.2, 0.2, 0.15, 0.1, 1.0, 0.01], [3, 0, 0, 3, 0, 0, 1, 0, 2, 1]]","[4, 9, 24, 49, 86, 89, 98, 52, 116, 137]"
AN307,"[11251, 18635, 2758778, 460, 5281515, 7150, 7749, 7770, 7793, 8785]","[0.01, 0.001, 0.01, 0.1, 0.3, 0.05, 0.01, 0.001, 0.01, 0.05]","['pg', 'pg', 'pg', 'pg', 'dep', 'dep', 'dep', 'pg', 'dep', 'pg']","[59, 126, 159, 220, 237, 352, 398, 415, 419, 508]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","[[0.01, 0.001, 0.01, 0.1, 0.3, 0.05, 0.01, 0.001, 0.01, 0.05], [0, 0, 0, 0, 1, 1, 1, 0, 1, 0]]","[9, 30, 40, 52, 57, 92, 105, 108, 110, 136]"
AN368,"[5362814, 643731]","[0.001, 0.01]","['pg', 'pg']","[245, 312]","[0, 0]","[[0.001, 0.01], [0, 0]]","[62, 79]"
AN446,"[7921, 7335, 7765, 8858, 8892]","[1.0, 0.1, 0.001, 0.01, 0.04]","['nt', 'pg', 'pg', 'dep', 'pg']","[441, 364, 411, 514, 520]","[2, 0, 0, 1, 0]","[[1.0, 0.1, 0.001, 0.01, 0.04], [2, 0, 0, 1, 0]]","[116, 96, 107, 137, 138]"
AN479,"[11251, 14514, 16590, 7335, 7765]","[0.01, 0.1, 0.001, 0.1, 0.001]","['pg', 'pg', 'pg', 'pg', 'pg']","[59, 114, 121, 364, 411]","[0, 0, 0, 0, 0]","[[0.01, 0.1, 0.001, 0.1, 0.001], [0, 0, 0, 0, 0]]","[9, 25, 28, 96, 107]"
AN561,"[11251, 14286, 4133, 5281515, 62444, 6549, 7335, 7344, 7762, 7770]","[0.01, 0.01, 0.01, 0.3, 0.001, 0.1, 0.1, 0.15, 0.01, 0.001]","['pg', 'pg', 'paraffin oil', 'dep', 'pg', 'pg', 'pg', 'dep', 'pg', 'pg']","[59, 103, 204, 237, 282, 321, 364, 370, 405, 415]","[0, 0, 3, 1, 0, 0, 0, 1, 0, 0]","[[0.01, 0.01, 0.01, 0.3, 0.001, 0.1, 0.1, 0.15, 0.01, 0.001], [0, 0, 3, 1, 0, 0, 0, 1, 0, 0]]","[9, 24, 49, 57, 73, 81, 96, 98, 106, 108]"
AN565,"[12206, 14514, 15037, 21427952, 5281515, 5365027, 6989, 8785, 8051, 460]","[0.001, 0.1, 0.01, 0.001, 0.3, 0.01, 0.2, 0.05, 0.001, 0.1]","['pg', 'pg', 'dep', 'pg', 'dep', 'paraffin oil', 'pg', 'pg', 'paraffin oil', 'pg']","[83, 114, 116, 138, 237, 253, 339, 508, 463, 220]","[0, 0, 1, 0, 1, 3, 0, 0, 3, 0]","[[0.001, 0.1, 0.01, 0.001, 0.3, 0.01, 0.2, 0.05, 0.001, 0.1], [0, 0, 1, 0, 1, 3, 0, 0, 3, 0]]","[17, 25, 26, 33, 57, 64, 86, 136, 124, 52]"
AN739,"[460, 61918, 6989, 7127, 8785]","[0.1, 0.05, 0.2, 0.2, 0.05]","['pg', 'pg', 'pg', 'pg', 'pg']","[220, 279, 339, 344, 508]","[0, 0, 0, 0, 0]","[[0.1, 0.05, 0.2, 0.2, 0.05], [0, 0, 0, 0, 0]]","[52, 71, 86, 89, 136]"
AN802,"[16590, 18635, 21427952, 7335, 7921]","[0.001, 0.001, 0.001, 0.1, 1.0]","['pg', 'pg', 'pg', 'pg', 'nt']","[121, 126, 138, 364, 441]","[0, 0, 0, 0, 2]","[[0.001, 0.001, 0.001, 0.1, 1.0], [0, 0, 0, 0, 2]]","[28, 30, 33, 96, 116]"
AN885,"[3314, 4133]","[0.1, 0.01]","['pg', 'pg']","[201, 205]","[0, 0]","[[0.1, 0.01], [0, 0]]","[48, 49]"
AN890,[12813],[1.0],['nt'],[97],[2],"[[1.0], [2]]",[22]
AN955,"[460, 7150, 7749, 7793, 79104]","[0.1, 0.05, 0.01, 0.01, 0.3]","['pg', 'dep', 'dep', 'dep', 'pg']","[220, 352, 398, 419, 433]","[0, 1, 1, 1, 0]","[[0.1, 0.05, 0.01, 0.01, 0.3], [0, 1, 1, 1, 0]]","[52, 92, 105, 110, 114]"
AN983,[12810],[1.0],['nt'],[96],[2],"[[1.0], [2]]",[21]
AO006,"[114533, 12367, 12813, 18635, 3314]","[0.1, 0.1, 1.0, 0.001, 0.1]","['pg', 'dep', 'nt', 'pg', 'dep']","[61, 88, 97, 126, 200]","[0, 1, 2, 0, 1]","[[0.1, 0.1, 1.0, 0.001, 0.1], [0, 1, 2, 0, 1]]","[11, 19, 22, 30, 48]"
AO016,[7793],[0.5],['pg'],[423],[0],"[[0.5], [0]]",[110]
AO033,"[11251, 11702, 14057, 325, 5281515, 5365027, 62465, 7888, 79104, 7921]","[0.01, 0.1, 0.01, 0.2, 0.3, 0.01, 0.01, 0.5, 0.3, 1.0]","['pg', 'pg', 'pg', 'pg', 'dep', 'paraffin oil', 'pg', 'dep', 'pg', 'nt']","[59, 69, 98, 184, 237, 253, 285, 429, 433, 441]","[0, 0, 0, 0, 1, 3, 0, 1, 0, 2]","[[0.01, 0.1, 0.01, 0.2, 0.3, 0.01, 0.01, 0.5, 0.3, 1.0], [0, 0, 0, 0, 1, 3, 0, 1, 0, 2]]","[9, 13, 23, 45, 57, 64, 74, 111, 114, 116]"
