stimulus,CID,dilution,solvent,components,solvent_onehot,cmp_ids,dilution_weakness,dilution_info
AI681,"[7921, 12180, 31265, 326, 10882, 8025, 7749, 7150, 5281515, 7654]","[0.005, 0.08, 0.0008, 0.001, 0.001, 0.47, 0.04, 0.02, 0.1, 0.008]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[436, 81, 177, 187, 30, 459, 399, 351, 235, 389]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[116, 16, 43, 47, 4, 121, 105, 92, 57, 104]","[0.0, 0.46107784431137716, 0.007007007007007007, 0.001669449081803005, 0.030100334448160536, 1.0, 1.0, 0.24906132665832292, 0.23076923076923078, 0.0]","[[0.005, 0.08, 0.0008, 0.001, 0.001, 0.47, 0.04, 0.02, 0.1, 0.008], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0.0, 0.46107784431137716, 0.007007007007007007, 0.001669449081803005, 0.030100334448160536, 1.0, 1.0, 0.24906132665832292, 0.23076923076923078, 0.0]]"
AI722,[7654],[0.1],['dep'],[391],[1],[104],[0.11616161616161615],"[[0.1], [1], [0.11616161616161615]]"
AI768,"[7921, 12180, 31265, 326, 10882, 8025, 7749, 7150, 5281515, 7654]","[0.1, 0.17, 0.01, 0.18, 0.013, 0.2, 0.005, 0.008, 0.07, 0.07]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[438, 82, 175, 194, 35, 458, 396, 350, 234, 390]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[116, 16, 43, 47, 4, 121, 105, 92, 57, 104]","[0.09547738693467336, 1.0, 0.09909909909909911, 0.5993322203672787, 0.43143812709030105, 0.4236926360725721, 0.04109589041095891, 0.0988735919899875, 0.15384615384615385, 0.07828282828282829]","[[0.1, 0.17, 0.01, 0.18, 0.013, 0.2, 0.005, 0.008, 0.07, 0.07], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0.09547738693467336, 1.0, 0.09909909909909911, 0.5993322203672787, 0.43143812709030105, 0.4236926360725721, 0.04109589041095891, 0.0988735919899875, 0.15384615384615385, 0.07828282828282829]]"
AI780,"[7762, 3314, 14286, 7165, 10890, 8858, 7793, 7888, 7344, 12367]","[0.03, 0.02, 0.05, 0.048, 0.09, 0.0008, 0.15, 0.03, 0.04, 0.18]","['dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep', 'dep']","[406, 198, 106, 359, 46, 518, 422, 425, 369, 91]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[106, 48, 24, 93, 6, 137, 110, 111, 98, 19]","[0.2943548387096774, 0.07692307692307691, 0.4994994994994995, 1.0, 0.15044247787610618, 0.0, 0.2957746478873239, 0.0, 0.1794871794871795, 1.0]","[[0.03, 0.02, 0.05, 0.048, 0.09, 0.0008, 0.15, 0.03, 0.04, 0.18], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0.2943548387096774, 0.07692307692307691, 0.4994994994994995, 1.0, 0.15044247787610618, 0.0, 0.2957746478873239, 0.0, 0.1794871794871795, 1.0]]"
AI797,"[79104, 7888]","[0.3, 0.5]","['pg', 'dep']","[433, 429]","[0, 1]","[114, 111]","[1.0, 0.8245614035087719]","[[0.3, 0.5], [0, 1], [1.0, 0.8245614035087719]]"
AI814,"[14286, 5365027]","[0.001, 0.01]","['pg', 'paraffin oil']","[100, 253]","[0, 3]","[24, 64]","[0.009009009009009009, 0.03010033444816054]","[[0.001, 0.01], [0, 3], [0.009009009009009009, 0.03010033444816054]]"
AI851,"[31265, 9589]","[0.01, 0.2]","['dep', 'pg']","[175, 530]","[1, 0]","[43, 143]","[0.09909909909909911, 1.0]","[[0.01, 0.2], [1, 0], [0.09909909909909911, 1.0]]"
AI856,[7888],[0.5],['dep'],[429],[1],[111],[0.8245614035087719],"[[0.5], [1], [0.8245614035087719]]"
AI884,"[9589, 7654]","[0.2, 0.1]","['pg', 'dep']","[530, 391]","[0, 1]","[143, 104]","[1.0, 0.11616161616161615]","[[0.2, 0.1], [0, 1], [1.0, 0.11616161616161615]]"
AI897,"[31252, 7793]","[0.01, 0.01]","['pg', 'dep']","[163, 419]","[0, 1]","[41, 110]","[0.00900900900900901, 0.01408450704225352]","[[0.01, 0.01], [0, 1], [0.00900900900900901, 0.01408450704225352]]"
AI926,"[326, 31252]","[0.1, 0.01]","['dep', 'pg']","[192, 163]","[1, 0]","[47, 41]","[0.332220367278798, 0.00900900900900901]","[[0.1, 0.01], [1, 0], [0.332220367278798, 0.00900900900900901]]"
AI943,"[31252, 7749]","[0.01, 0.01]","['pg', 'dep']","[163, 398]","[0, 1]","[41, 105]","[0.00900900900900901, 0.17808219178082196]","[[0.01, 0.01], [0, 1], [0.00900900900900901, 0.17808219178082196]]"
AI981,"[31252, 12367]","[0.01, 0.1]","['pg', 'dep']","[163, 88]","[0, 1]","[41, 19]","[0.00900900900900901, 0.46666666666666673]","[[0.01, 0.1], [0, 1], [0.00900900900900901, 0.46666666666666673]]"
AI990,"[10890, 5365027]","[0.05, 0.01]","['paraffin oil', 'paraffin oil']","[45, 253]","[3, 3]","[6, 64]","[0.07964601769911506, 0.03010033444816054]","[[0.05, 0.01], [3, 3], [0.07964601769911506, 0.03010033444816054]]"
AJ003,"[7762, 31260, 62465, 18635, 177]","[0.01, 0.3, 0.05, 5e-06, 0.01]","['pg', 'pg', 'pg', 'pg', 'pg']","[405, 172, 286, 129, 123]","[0, 0, 0, 0, 0]","[106, 42, 74, 30, 29]","[0.09274193548387095, 1.0, 0.24623115577889446, 0.0, 0.09090909090909091]","[[0.01, 0.3, 0.05, 5e-06, 0.01], [0, 0, 0, 0, 0], [0.09274193548387095, 1.0, 0.24623115577889446, 0.0, 0.09090909090909091]]"
AJ008,"[7762, 6184, 5281168, 8375, 8118]","[0.01, 0.2, 0.001, 1.0, 0.0001]","['pg', 'pg', 'pg', 'nt', 'pg']","[405, 275, 230, 497, 483]","[0, 0, 0, 2, 0]","[106, 70, 56, 133, 128]","[0.09274193548387095, 1.0, 0.0, 1.0, 0.0]","[[0.01, 0.2, 0.001, 1.0, 0.0001], [0, 0, 0, 2, 0], [0.09274193548387095, 1.0, 0.0, 1.0, 0.0]]"
AJ010,"[7762, 62465, 18635, 61527, 2345]","[0.01, 0.2, 0.01, 0.4, 0.01]","['pg', 'pg', 'pg', 'pg', 'pg']","[405, 287, 127, 266, 142]","[0, 0, 0, 0, 0]","[106, 74, 30, 67, 35]","[0.09274193548387095, 1.0, 1.0, 1.0, 0.047619047619047616]","[[0.01, 0.2, 0.01, 0.4, 0.01], [0, 0, 0, 0, 0], [0.09274193548387095, 1.0, 1.0, 1.0, 0.047619047619047616]]"
AJ018,"[8454, 8094, 7047]","[0.0001, 0.4, 0.01]","['pg', 'pg', 'pg']","[503, 478, 342]","[0, 0, 0]","[135, 127, 88]","[0.0, 1.0, 0.09090909090909091]","[[0.0001, 0.4, 0.01], [0, 0, 0], [0.0, 1.0, 0.09090909090909091]]"
AJ058,"[62465, 61527, 6560, 637564, 23642]","[0.001, 0.1, 0.5, 0.3, 0.001]","['pg', 'pg', 'pg', 'pg', 'dep']","[284, 265, 324, 304, 145]","[0, 0, 0, 0, 1]","[74, 67, 82, 77, 36]","[0.0, 0.24812030075187969, 0.494949494949495, 1.0, 0.0]","[[0.001, 0.1, 0.5, 0.3, 0.001], [0, 0, 0, 0, 1], [0.0, 0.24812030075187969, 0.494949494949495, 1.0, 0.0]]"
AJ062,"[31260, 7765, 62465, 23642, 637511]","[0.3, 0.2, 0.05, 0.001, 0.0001]","['pg', 'pg', 'pg', 'dep', 'dep']","[172, 413, 286, 145, 297]","[0, 0, 0, 1, 1]","[42, 107, 74, 36, 76]","[1.0, 1.0, 0.24623115577889446, 0.0, 0.0]","[[0.3, 0.2, 0.05, 0.001, 0.0001], [0, 0, 0, 1, 1], [1.0, 1.0, 0.24623115577889446, 0.0, 0.0]]"
AJ070,"[31252, 8051, 240, 637511, 522674, 7966, 7363, 8452, 11176, 7244]","[0.001, 0.01, 0.001, 0.4, 0.001, 0.004, 0.003, 0.2, 0.3, 0.001]","['pg', 'paraffin oil', 'pg', 'dep', 'dep', 'mineral oil', 'pg', 'pg', 'pg', 'pg']","[160, 465, 148, 294, 223, 445, 376, 500, 58, 361]","[0, 3, 0, 1, 1, 4, 0, 0, 0, 0]","[41, 124, 37, 76, 54, 118, 99, 134, 8, 95]","[0.0, 0.025032938076416336, 0.0023503525528829326, 1.0, 0.00999009990099901, 0.0, 1.0, 1.0, 1.0, 0.0]","[[0.001, 0.01, 0.001, 0.4, 0.001, 0.004, 0.003, 0.2, 0.3, 0.001], [0, 3, 0, 1, 1, 4, 0, 0, 0, 0], [0.0, 0.025032938076416336, 0.0023503525528829326, 1.0, 0.00999009990099901, 0.0, 1.0, 1.0, 1.0, 0.0]]"
AJ108,"[7945, 637511, 27458]","[0.1, 0.01, 0.0005]","['pg', 'dep', 'pg']","[443, 293, 158]","[0, 1, 0]","[117, 76, 39]","[1.0, 0.024756189047261817, 0.0]","[[0.1, 0.01, 0.0005], [0, 1, 0], [1.0, 0.024756189047261817, 0.0]]"
AJ119,"[7762, 10430, 7765, 62465, 23642]","[0.001, 0.001, 0.2, 0.2, 0.08]","['pg', 'pg', 'pg', 'pg', 'dep']","[401, 22, 413, 287, 146]","[0, 0, 0, 0, 1]","[106, 2, 107, 74, 36]","[0.002016129032258064, 0.0, 1.0, 1.0, 0.26421404682274247]","[[0.001, 0.001, 0.2, 0.2, 0.08], [0, 0, 0, 0, 1], [0.002016129032258064, 0.0, 1.0, 1.0, 0.26421404682274247]]"
AJ191,"[10430, 7765, 18635, 61527, 5281168]","[0.1, 0.0007, 0.01, 0.001, 0.001]","['pg', 'pg', 'pg', 'pg', 'pg']","[24, 414, 127, 264, 230]","[0, 0, 0, 0, 0]","[2, 107, 30, 67, 56]","[1.0, 0.0, 1.0, 0.0, 0.0]","[[0.1, 0.0007, 0.01, 0.001, 0.001], [0, 0, 0, 0, 0], [1.0, 0.0, 1.0, 0.0, 0.0]]"
AJ192,"[8051, 637511, 8785]","[0.0005, 0.4, 0.05]","['paraffin oil', 'dep', 'pg']","[472, 294, 508]","[3, 1, 0]","[124, 76, 136]","[0.0, 1.0, 0.23857868020304568]","[[0.0005, 0.4, 0.05], [3, 1, 0], [0.0, 1.0, 0.23857868020304568]]"
AJ244,"[7762, 5281168, 8375, 2345, 637564]","[0.001, 0.08, 0.5, 0.2, 0.08]","['pg', 'pg', 'pg', 'pg', 'pg']","[401, 231, 496, 143, 303]","[0, 0, 0, 0, 0]","[106, 56, 133, 35, 77]","[0.002016129032258064, 0.26421404682274247, 0.49949949949949957, 1.0, 0.26421404682274247]","[[0.001, 0.08, 0.5, 0.2, 0.08], [0, 0, 0, 0, 0], [0.002016129032258064, 0.26421404682274247, 0.49949949949949957, 1.0, 0.26421404682274247]]"
AJ261,"[7762, 6184, 31260, 8375, 2345]","[0.1, 0.02, 0.08, 0.5, 0.01]","['pg', 'pg', 'pg', 'pg', 'pg']","[408, 274, 171, 496, 142]","[0, 0, 0, 0, 0]","[106, 70, 42, 133, 35]","[1.0, 0.09547738693467335, 0.26421404682274247, 0.49949949949949957, 0.047619047619047616]","[[0.1, 0.02, 0.08, 0.5, 0.01], [0, 0, 0, 0, 0], [1.0, 0.09547738693467335, 0.26421404682274247, 0.49949949949949957, 0.047619047619047616]]"
AJ266,"[61641, 31252, 637511, 522674, 7966, 7363, 8452, 11176, 7244, 6276]","[1e-05, 0.2, 0.0001, 0.1, 0.05, 0.003, 0.1, 0.08, 1.0, 0.2]","['pg', 'pg', 'dep', 'dep', 'mineral oil', 'pg', 'pg', 'pg', 'nt', 'pg']","[269, 167, 297, 224, 446, 376, 499, 56, 363, 290]","[0, 0, 1, 1, 4, 0, 0, 0, 2, 0]","[68, 41, 76, 54, 118, 99, 134, 8, 95, 75]","[0.0, 0.19919919919919923, 0.0, 1.0, 0.2346938775510204, 1.0, 0.4736842105263159, 0.26421404682274247, 1.0, 0.3877551020408163]","[[1e-05, 0.2, 0.0001, 0.1, 0.05, 0.003, 0.1, 0.08, 1.0, 0.2], [0, 0, 1, 1, 4, 0, 0, 0, 2, 0], [0.0, 0.19919919919919923, 0.0, 1.0, 0.2346938775510204, 1.0, 0.4736842105263159, 0.26421404682274247, 1.0, 0.3877551020408163]]"
AJ283,"[7945, 11552, 27458]","[0.0001, 0.1, 0.3]","['pg', 'pg', 'pg']","[444, 66, 157]","[0, 0, 0]","[117, 12, 39]","[0.0, 1.0, 1.0]","[[0.0001, 0.1, 0.3], [0, 0, 0], [0.0, 1.0, 1.0]]"
AJ316,"[11552, 14286, 7047]","[0.008, 0.07, 0.1]","['pg', 'pg', 'pg']","[64, 108, 343]","[0, 0, 0]","[12, 24, 88]","[0.07537688442211055, 0.6996996996996997, 1.0]","[[0.008, 0.07, 0.1], [0, 0, 0], [0.07537688442211055, 0.6996996996996997, 1.0]]"
AJ334,"[8051, 10400, 8094]","[0.01, 0.05, 0.4]","['paraffin oil', 'pg', 'pg']","[465, 17, 478]","[3, 0, 0]","[124, 1, 127]","[0.025032938076416336, 0.24623115577889446, 1.0]","[[0.01, 0.05, 0.4], [3, 0, 0], [0.025032938076416336, 0.24623115577889446, 1.0]]"
AJ356,"[8375, 7047, 1049]","[0.001, 0.1, 0.0007]","['pg', 'pg', 'pg']","[495, 343, 27]","[0, 0, 0]","[133, 88, 3]","[0.0, 1.0, 0.0]","[[0.001, 0.1, 0.0007], [0, 0, 0], [0.0, 1.0, 0.0]]"
AJ380,"[6184, 20499, 7047]","[0.2, 0.1, 0.01]","['pg', 'dep', 'pg']","[275, 135, 342]","[0, 1, 0]","[70, 32, 88]","[1.0, 0.1652754590984975, 0.09090909090909091]","[[0.2, 0.1, 0.01], [0, 1, 0], [1.0, 0.1652754590984975, 0.09090909090909091]]"
AJ413,"[5363388, 8130, 20499, 8051, 240, 522674, 7363, 11176, 7244, 7146]","[0.05, 0.0004, 0.1, 0.3, 0.1, 0.001, 5e-05, 0.3, 0.5, 0.001]","['pg', 'pg', 'dep', 'paraffin oil', 'pg', 'dep', 'pg', 'pg', 'pg', 'dep']","[247, 489, 135, 469, 152, 223, 380, 58, 362, 346]","[0, 0, 1, 3, 0, 1, 0, 0, 0, 1]","[63, 130, 32, 124, 37, 54, 99, 8, 95, 91]","[1.0, 0.0, 0.1652754590984975, 0.7891963109354414, 0.2498874831224684, 0.00999009990099901, 0.013377926421404682, 1.0, 0.49949949949949957, 0.0]","[[0.05, 0.0004, 0.1, 0.3, 0.1, 0.001, 5e-05, 0.3, 0.5, 0.001], [0, 0, 1, 3, 0, 1, 0, 0, 0, 1], [1.0, 0.0, 0.1652754590984975, 0.7891963109354414, 0.2498874831224684, 0.00999009990099901, 0.013377926421404682, 1.0, 0.49949949949949957, 0.0]]"
AJ438,"[5363388, 10430, 31252, 240, 637511, 522674, 7966, 7244, 6276, 7146]","[5e-05, 0.001, 0.05, 0.4, 0.01, 0.001, 0.004, 1.0, 0.2, 0.1]","['pg', 'pg', 'pg', 'pg', 'dep', 'dep', 'mineral oil', 'nt', 'pg', 'dep']","[248, 22, 164, 153, 293, 223, 445, 363, 290, 347]","[0, 0, 0, 0, 1, 1, 4, 2, 0, 1]","[63, 2, 41, 37, 76, 54, 118, 95, 75, 91]","[0.0, 0.0, 0.049049049049049054, 1.0, 0.024756189047261817, 0.00999009990099901, 0.0, 1.0, 0.3877551020408163, 0.1652754590984975]","[[5e-05, 0.001, 0.05, 0.4, 0.01, 0.001, 0.004, 1.0, 0.2, 0.1], [0, 0, 0, 0, 1, 1, 4, 2, 0, 1], [0.0, 0.0, 0.049049049049049054, 1.0, 0.024756189047261817, 0.00999009990099901, 0.0, 1.0, 0.3877551020408163, 0.1652754590984975]]"
AJ449,"[10430, 8375, 8094, 637564, 637511]","[0.1, 0.001, 0.005, 0.3, 0.01]","['pg', 'pg', 'pg', 'pg', 'dep']","[24, 495, 476, 304, 293]","[0, 0, 0, 0, 1]","[2, 133, 127, 77, 76]","[1.0, 0.0, 0.0, 1.0, 0.024756189047261817]","[[0.1, 0.001, 0.005, 0.3, 0.01], [0, 0, 0, 0, 1], [1.0, 0.0, 0.0, 1.0, 0.024756189047261817]]"
AJ481,"[6184, 5281168, 8118, 2345, 23642]","[0.02, 0.3, 0.01, 0.0005, 0.001]","['pg', 'pg', 'pg', 'pg', 'dep']","[274, 232, 482, 144, 145]","[0, 0, 0, 0, 1]","[70, 56, 128, 35, 36]","[0.09547738693467335, 1.0, 1.0, 0.0, 0.0]","[[0.02, 0.3, 0.01, 0.0005, 0.001], [0, 0, 0, 0, 1], [0.09547738693467335, 1.0, 1.0, 0.0, 0.0]]"
AJ487,"[62465, 18635, 177, 2345, 637511]","[0.001, 5e-06, 0.1, 0.0005, 0.4]","['pg', 'pg', 'pg', 'pg', 'dep']","[284, 129, 124, 144, 294]","[0, 0, 0, 0, 1]","[74, 30, 29, 35, 76]","[0.0, 0.0, 1.0, 0.0, 1.0]","[[0.001, 5e-06, 0.1, 0.0005, 0.4], [0, 0, 0, 0, 1], [0.0, 0.0, 1.0, 0.0, 1.0]]"
AJ490,"[8051, 8375, 8094]","[0.3, 0.5, 0.005]","['paraffin oil', 'pg', 'pg']","[469, 496, 476]","[3, 0, 0]","[124, 133, 127]","[0.7891963109354414, 0.49949949949949957, 0.0]","[[0.3, 0.5, 0.005], [3, 0, 0], [0.7891963109354414, 0.49949949949949957, 0.0]]"
AJ495,"[7762, 6184, 62465, 8118, 61325]","[0.1, 0.001, 0.05, 0.001, 0.2]","['pg', 'pg', 'pg', 'pg', 'pg']","[408, 273, 286, 481, 263]","[0, 0, 0, 0, 0]","[106, 70, 74, 128, 66]","[1.0, 0.0, 0.24623115577889446, 0.0909090909090909, 1.0]","[[0.1, 0.001, 0.05, 0.001, 0.2], [0, 0, 0, 0, 0], [1.0, 0.0, 0.24623115577889446, 0.0909090909090909, 1.0]]"
AJ507,"[14286, 20499, 7966]","[0.005, 0.001, 0.2]","['pg', 'dep', 'mineral oil']","[101, 132, 447]","[0, 1, 4]","[24, 32, 118]","[0.04904904904904905, 0.0, 1.0]","[[0.005, 0.001, 0.2], [0, 1, 4], [0.04904904904904905, 0.0, 1.0]]"
AJ522,"[6184, 10400, 240]","[0.001, 0.05, 0.4]","['pg', 'pg', 'pg']","[273, 17, 153]","[0, 0, 0]","[70, 1, 37]","[0.0, 0.24623115577889446, 1.0]","[[0.001, 0.05, 0.4], [0, 0, 0], [0.0, 0.24623115577889446, 1.0]]"
AJ537,"[5363388, 61641, 20499, 31252, 8118, 637511, 7966, 8452, 7244, 5282707]","[0.05, 0.01, 0.001, 0.001, 0.01, 0.0001, 0.05, 0.2, 0.5, 0.1]","['pg', 'pg', 'dep', 'pg', 'pg', 'dep', 'mineral oil', 'pg', 'pg', 'pg']","[247, 268, 132, 160, 482, 297, 446, 500, 362, 240]","[0, 0, 1, 0, 0, 1, 4, 0, 0, 0]","[63, 68, 32, 41, 128, 76, 118, 134, 95, 58]","[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.2346938775510204, 1.0, 0.49949949949949957, 0.09090909090909093]","[[0.05, 0.01, 0.001, 0.001, 0.01, 0.0001, 0.05, 0.2, 0.5, 0.1], [0, 0, 1, 0, 0, 1, 4, 0, 0, 0], [1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.2346938775510204, 1.0, 0.49949949949949957, 0.09090909090909093]]"
AJ544,"[5363388, 10430, 8130, 31252, 8051, 7363, 11176, 7244, 6276, 5282707]","[0.005, 0.01, 0.1, 0.2, 0.01, 0.0005, 0.001, 0.001, 0.5, 0.01]","['pg', 'pg', 'pg', 'pg', 'paraffin oil', 'pg', 'pg', 'pg', 'pg', 'pg']","[246, 23, 487, 167, 465, 379, 55, 361, 292, 239]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0]","[63, 2, 130, 41, 124, 99, 8, 95, 75, 58]","[0.09909909909909911, 0.09090909090909091, 1.0, 0.19919919919919923, 0.025032938076416336, 0.16387959866220733, 0.0, 0.0, 1.0, 0.0]","[[0.005, 0.01, 0.1, 0.2, 0.01, 0.0005, 0.001, 0.001, 0.5, 0.01], [0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0.09909909909909911, 0.09090909090909091, 1.0, 0.19919919919919923, 0.025032938076416336, 0.16387959866220733, 0.0, 0.0, 1.0, 0.0]]"
AJ573,"[8454, 10400, 240]","[0.1, 0.001, 0.001]","['pg', 'pg', 'pg']","[502, 12, 148]","[0, 0, 0]","[135, 1, 37]","[1.0, 0.0, 0.0023503525528829326]","[[0.1, 0.001, 0.001], [0, 0, 0], [1.0, 0.0, 0.0023503525528829326]]"
AJ587,"[8094, 1049, 8144]","[0.1, 0.003, 1.0]","['pg', 'pg', 'nt']","[477, 25, 490]","[0, 0, 2]","[127, 3, 131]","[0.24050632911392403, 0.24731182795698922, 1.0]","[[0.1, 0.003, 1.0], [0, 0, 2], [0.24050632911392403, 0.24731182795698922, 1.0]]"
AJ601,"[10430, 31260, 7765, 61527, 5281168]","[0.001, 0.001, 0.2, 0.4, 0.08]","['pg', 'pg', 'pg', 'pg', 'pg']","[22, 170, 413, 266, 231]","[0, 0, 0, 0, 0]","[2, 42, 107, 67, 56]","[0.0, 0.0, 1.0, 1.0, 0.26421404682274247]","[[0.001, 0.001, 0.2, 0.4, 0.08], [0, 0, 0, 0, 0], [0.0, 0.0, 1.0, 1.0, 0.26421404682274247]]"
AJ626,"[6184, 7765, 8375, 637564, 23642]","[0.02, 0.008, 0.001, 0.001, 0.3]","['pg', 'pg', 'pg', 'pg', 'dep']","[274, 412, 495, 302, 147]","[0, 0, 0, 0, 1]","[70, 107, 133, 77, 36]","[0.09547738693467335, 0.03662819869543402, 0.0, 0.0, 1.0]","[[0.02, 0.008, 0.001, 0.001, 0.3], [0, 0, 0, 0, 1], [0.09547738693467335, 0.03662819869543402, 0.0, 0.0, 1.0]]"
AJ639,"[7945, 240, 5368076]","[0.005, 0.1, 0.3]","['pg', 'pg', 'pg']","[442, 152, 259]","[0, 0, 0]","[117, 37, 65]","[0.04904904904904905, 0.2498874831224684, 1.0]","[[0.005, 0.1, 0.3], [0, 0, 0], [0.04904904904904905, 0.2498874831224684, 1.0]]"
AJ647,"[11552, 14286, 8785]","[0.008, 0.07, 0.003]","['pg', 'pg', 'pg']","[64, 108, 504]","[0, 0, 0]","[12, 24, 136]","[0.07537688442211055, 0.6996996996996997, 0.0]","[[0.008, 0.07, 0.003], [0, 0, 0], [0.07537688442211055, 0.6996996996996997, 0.0]]"
AJ657,"[10430, 6184, 18635, 177, 5281168]","[0.01, 0.2, 0.0005, 0.01, 0.08]","['pg', 'pg', 'pg', 'pg', 'pg']","[23, 275, 128, 123, 231]","[0, 0, 0, 0, 0]","[2, 70, 30, 29, 56]","[0.09090909090909091, 1.0, 0.04952476238119059, 0.09090909090909091, 0.26421404682274247]","[[0.01, 0.2, 0.0005, 0.01, 0.08], [0, 0, 0, 0, 0], [0.09090909090909091, 1.0, 0.04952476238119059, 0.09090909090909091, 0.26421404682274247]]"
AJ661,"[7765, 177, 5281168, 6560, 23642]","[0.0007, 0.001, 0.3, 0.01, 0.3]","['pg', 'pg', 'pg', 'pg', 'dep']","[414, 122, 232, 323, 147]","[0, 0, 0, 0, 1]","[107, 29, 56, 82, 36]","[0.0, 0.0, 1.0, 0.0, 1.0]","[[0.0007, 0.001, 0.3, 0.01, 0.3], [0, 0, 0, 0, 1], [0.0, 0.0, 1.0, 0.0, 1.0]]"
AJ728,"[10400, 7047, 8144]","[0.2, 0.001, 7e-05]","['pg', 'pg', 'dep']","[21, 341, 491]","[0, 0, 1]","[1, 88, 131]","[1.0, 0.0, 0.0]","[[0.2, 0.001, 7e-05], [0, 0, 1], [1.0, 0.0, 0.0]]"
AJ733,"[8375, 1049, 5368076]","[1.0, 0.01, 0.001]","['nt', 'pg', 'pg']","[497, 26, 258]","[2, 0, 0]","[133, 3, 65]","[1.0, 1.0, 0.0]","[[1.0, 0.01, 0.001], [2, 0, 0], [1.0, 1.0, 0.0]]"
AJ755,"[11552, 20499, 10400]","[0.0005, 0.6, 0.001]","['pg', 'dep', 'pg']","[67, 136, 12]","[0, 1, 0]","[12, 32, 1]","[0.0, 1.0, 0.0]","[[0.0005, 0.6, 0.001], [0, 1, 0], [0.0, 1.0, 0.0]]"
AJ809,"[31260, 14286, 61527, 177, 6560]","[0.001, 0.005, 0.1, 0.1, 0.5]","['pg', 'pg', 'pg', 'pg', 'pg']","[170, 101, 265, 124, 324]","[0, 0, 0, 0, 0]","[42, 24, 67, 29, 82]","[0.0, 0.04904904904904905, 0.24812030075187969, 1.0, 0.494949494949495]","[[0.001, 0.005, 0.1, 0.1, 0.5], [0, 0, 0, 0, 0], [0.0, 0.04904904904904905, 0.24812030075187969, 1.0, 0.494949494949495]]"
AJ840,"[5363388, 31252, 8051, 240, 522674, 7966, 8452, 11176, 7244, 6544]","[0.005, 0.2, 0.0005, 0.1, 1e-06, 0.2, 0.01, 0.08, 1.0, 1.0]","['pg', 'pg', 'paraffin oil', 'pg', 'dep', 'mineral oil', 'pg', 'pg', 'nt', 'nt']","[246, 167, 472, 152, 225, 447, 498, 56, 363, 316]","[0, 0, 3, 0, 1, 4, 0, 0, 2, 2]","[63, 41, 124, 37, 54, 118, 134, 8, 95, 80]","[0.09909909909909911, 0.19919919919919923, 0.0, 0.2498874831224684, 0.0, 1.0, 0.0, 0.26421404682274247, 1.0, 1.0]","[[0.005, 0.2, 0.0005, 0.1, 1e-06, 0.2, 0.01, 0.08, 1.0, 1.0], [0, 0, 3, 0, 1, 4, 0, 0, 2, 2], [0.09909909909909911, 0.19919919919919923, 0.0, 0.2498874831224684, 0.0, 1.0, 0.0, 0.26421404682274247, 1.0, 1.0]]"
AJ862,"[8454, 8051, 10400]","[0.005, 0.01, 0.2]","['pg', 'paraffin oil', 'pg']","[501, 465, 21]","[0, 3, 0]","[135, 124, 1]","[0.04904904904904905, 0.025032938076416336, 1.0]","[[0.005, 0.01, 0.2], [0, 3, 0], [0.04904904904904905, 0.025032938076416336, 1.0]]"
AJ915,"[31260, 14286, 62465, 18635, 8375]","[0.08, 0.0001, 0.001, 0.0005, 0.5]","['pg', 'pg', 'pg', 'pg', 'pg']","[171, 110, 284, 128, 496]","[0, 0, 0, 0, 0]","[42, 24, 74, 30, 133]","[0.26421404682274247, 0.0, 0.0, 0.04952476238119059, 0.49949949949949957]","[[0.08, 0.0001, 0.001, 0.0005, 0.5], [0, 0, 0, 0, 0], [0.26421404682274247, 0.0, 0.0, 0.04952476238119059, 0.49949949949949957]]"
AJ968,"[8454, 7966, 8785]","[0.005, 0.004, 0.2]","['pg', 'mineral oil', 'pg']","[501, 445, 510]","[0, 4, 0]","[135, 118, 136]","[0.04904904904904905, 0.0, 1.0]","[[0.005, 0.004, 0.2], [0, 4, 0], [0.04904904904904905, 0.0, 1.0]]"
